transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN907,07-07-2024 21:31,Recharge,Food,238,SUCCESS,18-25,36-45,Karnataka,HDFC,PNB,Android,5G,0,21,Sunday,1
TXN908,06-07-2024 09:10,P2P,Other,1225,SUCCESS,36-45,26-35,Karnataka,ICICI,Yes Bank,iOS,4G,0,9,Saturday,1
TXN909,08-01-2024 18:13,P2M,Grocery,480,SUCCESS,18-25,18-25,Tamil Nadu,PNB,IndusInd,Android,4G,0,18,Monday,0
TXN910,22-09-2024 12:26,P2P,Utilities,160,SUCCESS,18-25,26-35,Gujarat,Axis,SBI,Android,4G,0,12,Sunday,1
TXN911,12-01-2024 18:48,P2M,Healthcare,640,SUCCESS,26-35,26-35,Karnataka,Kotak,Yes Bank,Android,WiFi,0,18,Friday,0
TXN912,15-07-2024 06:25,P2P,Grocery,736,SUCCESS,36-45,18-25,Andhra Pradesh,ICICI,IndusInd,iOS,4G,0,6,Monday,0
TXN913,01-05-2024 19:28,P2M,Fuel,3800,SUCCESS,36-45,26-35,Andhra Pradesh,Yes Bank,SBI,Android,WiFi,0,19,Wednesday,0
TXN914,27-09-2024 08:46,Recharge,Grocery,396,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,Axis,Android,4G,0,8,Friday,0
TXN915,01-12-2024 18:01,Bill Payment,Other,1119,SUCCESS,26-35,36-45,Delhi,SBI,ICICI,Web,4G,0,18,Sunday,1
TXN916,27-03-2024 17:53,P2M,Grocery,345,FAILED,36-45,26-35,Uttar Pradesh,ICICI,Axis,Android,5G,0,17,Wednesday,0
TXN917,29-10-2024 10:34,P2M,Healthcare,194,SUCCESS,18-25,18-25,Maharashtra,Axis,PNB,iOS,4G,0,10,Tuesday,0
TXN918,07-09-2024 21:47,P2M,Transport,187,SUCCESS,18-25,18-25,Karnataka,SBI,SBI,iOS,5G,0,21,Saturday,1
TXN919,24-10-2024 07:32,P2M,Entertainment,363,SUCCESS,18-25,46-55,Gujarat,Axis,HDFC,Android,4G,0,7,Thursday,0
TXN920,15-02-2024 16:29,P2M,Fuel,628,SUCCESS,36-45,26-35,Delhi,HDFC,ICICI,Android,WiFi,0,16,Thursday,0
TXN921,29-03-2024 12:03,P2P,Utilities,125,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,PNB,iOS,4G,0,12,Friday,0
TXN922,22-06-2024 13:40,P2P,Fuel,2202,SUCCESS,46-55,26-35,Maharashtra,SBI,Yes Bank,iOS,4G,0,13,Saturday,1
TXN923,28-01-2024 02:14,P2P,Other,589,SUCCESS,36-45,18-25,Tamil Nadu,SBI,HDFC,Android,5G,0,2,Sunday,1
TXN924,07-09-2024 10:45,P2M,Fuel,607,SUCCESS,36-45,56+,Delhi,HDFC,SBI,Android,5G,0,10,Saturday,1
TXN925,03-10-2024 18:02,P2M,Shopping,2158,SUCCESS,26-35,26-35,Rajasthan,PNB,ICICI,Android,4G,0,18,Thursday,0
TXN926,22-07-2024 16:51,P2P,Grocery,1128,FAILED,18-25,18-25,Karnataka,PNB,HDFC,Android,4G,0,16,Monday,0
TXN927,17-01-2024 11:38,Bill Payment,Entertainment,250,SUCCESS,26-35,26-35,Gujarat,ICICI,PNB,Android,4G,0,11,Wednesday,0
TXN928,15-04-2024 09:00,P2M,Utilities,4123,SUCCESS,36-45,18-25,Telangana,IndusInd,Yes Bank,Android,WiFi,0,9,Monday,0
TXN929,15-01-2024 19:44,P2P,Grocery,2121,SUCCESS,36-45,26-35,Uttar Pradesh,Axis,ICICI,Android,4G,0,19,Monday,0
TXN930,14-02-2024 22:37,P2P,Food,173,SUCCESS,36-45,18-25,Delhi,Kotak,ICICI,Android,WiFi,0,22,Wednesday,0
TXN931,11-11-2024 19:00,P2P,Education,2223,SUCCESS,56+,46-55,Gujarat,HDFC,Kotak,iOS,4G,0,19,Monday,0
TXN932,22-01-2024 11:10,P2P,Grocery,1354,SUCCESS,26-35,18-25,Uttar Pradesh,ICICI,SBI,Android,5G,0,11,Monday,0
TXN933,10-07-2024 20:23,P2P,Food,766,SUCCESS,36-45,26-35,Rajasthan,ICICI,IndusInd,Android,5G,0,20,Wednesday,0
TXN934,27-03-2024 11:08,P2P,Grocery,431,SUCCESS,18-25,36-45,Delhi,PNB,SBI,iOS,WiFi,0,11,Wednesday,0
TXN935,10-07-2024 17:00,P2M,Grocery,1609,SUCCESS,18-25,46-55,Maharashtra,IndusInd,Axis,Android,5G,0,17,Wednesday,0
TXN936,14-01-2024 08:54,Recharge,Utilities,735,SUCCESS,56+,36-45,Tamil Nadu,Yes Bank,SBI,Android,5G,0,8,Sunday,1
TXN937,27-02-2024 07:59,P2P,Grocery,2377,SUCCESS,56+,18-25,Tamil Nadu,SBI,SBI,Android,4G,0,7,Tuesday,0
TXN938,21-12-2024 21:36,P2M,Fuel,2186,SUCCESS,46-55,18-25,Uttar Pradesh,IndusInd,IndusInd,Android,4G,0,21,Saturday,1
TXN939,10-11-2024 22:07,P2M,Utilities,3425,SUCCESS,36-45,36-45,Andhra Pradesh,Axis,SBI,iOS,5G,0,22,Sunday,1
TXN940,27-10-2024 11:48,P2M,Utilities,5257,SUCCESS,26-35,36-45,Delhi,Yes Bank,HDFC,iOS,5G,0,11,Sunday,1
TXN941,05-03-2024 11:56,P2P,Food,144,SUCCESS,18-25,26-35,Karnataka,Axis,SBI,Android,5G,0,11,Tuesday,0
TXN942,05-03-2024 20:26,P2P,Education,4844,SUCCESS,18-25,36-45,Delhi,SBI,HDFC,Android,5G,0,20,Tuesday,0
TXN943,21-12-2024 09:15,P2P,Utilities,2054,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,HDFC,Android,4G,0,9,Saturday,1
TXN944,25-11-2024 07:04,P2M,Healthcare,685,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,IndusInd,iOS,4G,0,7,Monday,0
TXN945,06-03-2024 12:54,P2P,Grocery,286,SUCCESS,26-35,46-55,Karnataka,HDFC,IndusInd,Android,WiFi,0,12,Wednesday,0
TXN946,27-08-2024 20:43,P2M,Food,620,SUCCESS,26-35,46-55,Gujarat,SBI,Kotak,Android,3G,0,20,Tuesday,0
TXN947,14-06-2024 20:32,P2P,Transport,183,SUCCESS,18-25,36-45,Tamil Nadu,IndusInd,ICICI,Android,4G,0,20,Friday,0
TXN948,10-06-2024 12:20,P2P,Shopping,11038,SUCCESS,18-25,18-25,Tamil Nadu,Kotak,ICICI,iOS,4G,0,12,Monday,0
TXN949,16-03-2024 18:34,P2P,Food,821,SUCCESS,18-25,36-45,Karnataka,HDFC,Kotak,Android,4G,0,18,Saturday,1
TXN950,17-08-2024 15:31,P2P,Utilities,987,SUCCESS,18-25,26-35,Uttar Pradesh,PNB,Yes Bank,iOS,4G,0,15,Saturday,1
TXN951,05-03-2024 12:23,P2P,Utilities,2289,SUCCESS,36-45,26-35,Karnataka,PNB,HDFC,Android,4G,0,12,Tuesday,0
TXN952,17-04-2024 19:27,P2M,Shopping,355,SUCCESS,18-25,46-55,Delhi,ICICI,HDFC,Android,4G,0,19,Wednesday,0
TXN953,11-07-2024 17:50,P2P,Other,344,SUCCESS,36-45,26-35,Gujarat,SBI,Yes Bank,Web,4G,0,17,Thursday,0
TXN954,21-09-2024 20:34,P2P,Utilities,3205,SUCCESS,36-45,18-25,Maharashtra,PNB,HDFC,iOS,4G,0,20,Saturday,1
TXN955,02-07-2024 10:39,P2P,Shopping,524,SUCCESS,36-45,18-25,West Bengal,Axis,SBI,Android,4G,0,10,Tuesday,0
TXN956,06-03-2024 17:32,P2P,Food,488,SUCCESS,36-45,26-35,Tamil Nadu,PNB,PNB,Android,5G,0,17,Wednesday,0
TXN957,02-04-2024 19:41,P2M,Grocery,511,SUCCESS,18-25,26-35,Uttar Pradesh,IndusInd,HDFC,Android,4G,0,19,Tuesday,0
TXN958,21-10-2024 12:42,P2P,Transport,380,SUCCESS,36-45,18-25,Andhra Pradesh,Kotak,SBI,iOS,5G,0,12,Monday,0
TXN959,04-01-2024 20:49,P2P,Healthcare,864,SUCCESS,36-45,36-45,West Bengal,HDFC,HDFC,Web,WiFi,0,20,Thursday,0
TXN960,26-11-2024 15:24,P2M,Entertainment,1253,SUCCESS,26-35,26-35,Gujarat,HDFC,HDFC,Android,4G,0,15,Tuesday,0
TXN961,28-12-2024 13:26,Recharge,Shopping,518,SUCCESS,56+,26-35,Uttar Pradesh,IndusInd,Yes Bank,Android,5G,0,13,Saturday,1
TXN962,27-07-2024 14:16,Bill Payment,Grocery,486,SUCCESS,18-25,18-25,Uttar Pradesh,Yes Bank,PNB,Android,5G,0,14,Saturday,1
TXN963,20-05-2024 17:52,P2M,Transport,664,SUCCESS,18-25,56+,Uttar Pradesh,HDFC,HDFC,iOS,4G,0,17,Monday,0
TXN964,13-01-2024 17:45,Bill Payment,Grocery,1006,SUCCESS,18-25,36-45,Tamil Nadu,HDFC,Yes Bank,Android,4G,0,17,Saturday,1
TXN965,28-01-2024 13:16,P2P,Transport,637,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,SBI,Android,5G,0,13,Sunday,1
TXN966,29-06-2024 16:06,P2P,Food,573,SUCCESS,18-25,26-35,Karnataka,SBI,PNB,Android,4G,0,16,Saturday,1
TXN967,17-12-2024 16:34,P2M,Shopping,5736,SUCCESS,18-25,26-35,Maharashtra,SBI,SBI,Android,4G,0,16,Tuesday,0
TXN968,01-05-2024 17:04,P2P,Fuel,527,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,SBI,iOS,WiFi,0,17,Wednesday,0
TXN969,24-01-2024 17:05,Bill Payment,Other,375,SUCCESS,26-35,26-35,Maharashtra,Kotak,PNB,Android,4G,0,17,Wednesday,0
TXN970,21-10-2024 20:33,P2M,Entertainment,312,SUCCESS,26-35,18-25,Uttar Pradesh,Yes Bank,Yes Bank,Android,4G,0,20,Monday,0
TXN971,04-11-2024 18:53,P2M,Fuel,515,SUCCESS,26-35,36-45,Delhi,ICICI,Axis,Android,4G,0,18,Monday,0
TXN972,28-12-2024 13:55,Bill Payment,Utilities,444,SUCCESS,46-55,26-35,West Bengal,SBI,PNB,iOS,4G,0,13,Saturday,1
TXN973,28-11-2024 12:21,P2P,Grocery,926,SUCCESS,46-55,18-25,Delhi,HDFC,Yes Bank,Android,4G,0,12,Thursday,0
TXN974,19-07-2024 19:53,Bill Payment,Fuel,1676,FAILED,26-35,26-35,Karnataka,HDFC,ICICI,Android,4G,0,19,Friday,0
TXN975,29-10-2024 22:52,P2P,Utilities,316,SUCCESS,26-35,36-45,Andhra Pradesh,Kotak,Kotak,Android,4G,0,22,Tuesday,0
TXN976,05-01-2024 18:41,P2P,Fuel,709,SUCCESS,26-35,18-25,West Bengal,SBI,IndusInd,Web,4G,0,18,Friday,0
TXN977,24-02-2024 11:09,P2P,Shopping,7121,SUCCESS,18-25,36-45,Uttar Pradesh,HDFC,SBI,Android,4G,0,11,Saturday,1
TXN978,20-08-2024 19:08,P2M,Food,444,FAILED,36-45,36-45,Gujarat,SBI,SBI,iOS,WiFi,0,19,Tuesday,0
TXN979,04-12-2024 21:03,P2P,Food,352,SUCCESS,36-45,36-45,Tamil Nadu,Yes Bank,SBI,Android,4G,0,21,Wednesday,0
TXN980,03-11-2024 21:58,P2M,Transport,1533,SUCCESS,26-35,18-25,Telangana,Axis,PNB,Android,4G,0,21,Sunday,1
TXN981,28-03-2024 19:57,P2P,Healthcare,271,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,SBI,Android,5G,0,19,Thursday,0
TXN982,24-08-2024 11:55,P2P,Education,4804,SUCCESS,26-35,36-45,Karnataka,Axis,Axis,iOS,5G,0,11,Saturday,1
TXN983,02-07-2024 07:05,Bill Payment,Grocery,1508,SUCCESS,46-55,26-35,Uttar Pradesh,HDFC,HDFC,Android,4G,0,7,Tuesday,0
TXN984,08-06-2024 16:08,P2P,Grocery,384,SUCCESS,56+,26-35,Maharashtra,IndusInd,SBI,Android,5G,0,16,Saturday,1
TXN985,03-12-2024 11:08,P2P,Shopping,1879,SUCCESS,18-25,26-35,Karnataka,IndusInd,HDFC,Android,4G,0,11,Tuesday,0
TXN986,23-09-2024 18:28,P2M,Fuel,1313,SUCCESS,36-45,18-25,Maharashtra,ICICI,SBI,iOS,5G,0,18,Monday,0
TXN987,04-03-2024 16:30,P2M,Fuel,583,SUCCESS,26-35,36-45,West Bengal,PNB,Yes Bank,Android,WiFi,0,16,Monday,0
TXN988,06-10-2024 02:31,P2P,Grocery,424,SUCCESS,18-25,46-55,Maharashtra,Axis,Axis,Android,4G,0,2,Sunday,1
TXN989,09-03-2024 02:48,Bill Payment,Entertainment,142,SUCCESS,18-25,26-35,Delhi,Yes Bank,Yes Bank,Android,4G,0,2,Saturday,1
TXN990,18-09-2024 16:34,Recharge,Fuel,1053,SUCCESS,18-25,26-35,Telangana,Kotak,Yes Bank,iOS,4G,0,16,Wednesday,0
TXN991,17-07-2024 06:44,Bill Payment,Entertainment,479,SUCCESS,26-35,18-25,Delhi,SBI,Yes Bank,Android,4G,0,6,Wednesday,0
TXN992,10-11-2024 00:07,P2P,Grocery,717,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,SBI,Android,5G,0,0,Sunday,1
TXN993,10-01-2024 18:24,P2M,Food,429,SUCCESS,36-45,36-45,Rajasthan,SBI,HDFC,Android,4G,0,18,Wednesday,0
TXN994,13-09-2024 16:31,P2P,Grocery,1240,SUCCESS,36-45,36-45,Rajasthan,HDFC,Axis,Android,4G,0,16,Friday,0
TXN995,12-08-2024 02:42,P2M,Shopping,3473,SUCCESS,36-45,18-25,Karnataka,SBI,SBI,iOS,4G,0,2,Monday,0
TXN996,18-04-2024 21:01,Recharge,Entertainment,178,SUCCESS,18-25,18-25,Karnataka,Kotak,SBI,Android,4G,0,21,Thursday,0
TXN997,01-11-2024 12:05,P2P,Transport,423,SUCCESS,36-45,18-25,Uttar Pradesh,ICICI,IndusInd,iOS,5G,0,12,Friday,0
TXN998,10-02-2024 11:31,P2M,Other,2251,SUCCESS,18-25,26-35,Delhi,HDFC,Kotak,iOS,4G,0,11,Saturday,1
TXN999,17-10-2024 17:18,P2P,Shopping,2594,SUCCESS,46-55,26-35,Telangana,IndusInd,SBI,iOS,4G,0,17,Thursday,0
